Nombre|(º-º)|Plataforma|(º-º)|Año|(º-º)|Genero|(º-º)|Editorial|(º-º)|Ventas NA|(º-º)|Ventas EU|(º-º)|Ventas JP|(º-º)|Ventas Otros|(º-º)|Ventas Global
Magical ZhuZhu Princess: Carriages & Castles|(º-º)|DS|(º-º)|2011|(º-º)|Simulation|(º-º)|Activision|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,02|(º-º)|0,2
UFC Personal Trainer: The Ultimate Fitness System|(º-º)|PS3|(º-º)|2011|(º-º)|Sports|(º-º)|THQ|(º-º)|0,08|(º-º)|0,09|(º-º)|0|(º-º)|0,04|(º-º)|0,2
UFC Personal Trainer: The Ultimate Fitness System|(º-º)|Wii|(º-º)|2011|(º-º)|Sports|(º-º)|THQ|(º-º)|0,12|(º-º)|0,06|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Ridge Racer|(º-º)|PSV|(º-º)|2011|(º-º)|Racing|(º-º)|Namco Bandai Games|(º-º)|0,04|(º-º)|0,08|(º-º)|0,05|(º-º)|0,03|(º-º)|0,2
Family Feud: 2012 Edition|(º-º)|Wii|(º-º)|2011|(º-º)|Misc|(º-º)|Ubisoft|(º-º)|0,19|(º-º)|0|(º-º)|0|(º-º)|0,01|(º-º)|0,2
NASCAR Unleashed|(º-º)|Wii|(º-º)|2011|(º-º)|Racing|(º-º)|Activision|(º-º)|0,18|(º-º)|0|(º-º)|0|(º-º)|0,01|(º-º)|0,2
Ore no Shikabane o Koete Yuke|(º-º)|PSP|(º-º)|2011|(º-º)|Role-Playing|(º-º)|Sony Computer Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Jikkyou Powerful Pro Yakyuu 2011|(º-º)|PSP|(º-º)|2011|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Marvel Super Hero Squad: Comic Combat|(º-º)|Wii|(º-º)|2011|(º-º)|Action|(º-º)|THQ|(º-º)|0,15|(º-º)|0,03|(º-º)|0|(º-º)|0,01|(º-º)|0,2
Shining Blade|(º-º)|PSP|(º-º)|2012|(º-º)|Role-Playing|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Tekken 3D: Prime Edition|(º-º)|3DS|(º-º)|2012|(º-º)|Fighting|(º-º)|Nintendo|(º-º)|0,06|(º-º)|0,08|(º-º)|0,05|(º-º)|0,01|(º-º)|0,2
MLB 12: The Show|(º-º)|PSV|(º-º)|2012|(º-º)|Sports|(º-º)|Sony Computer Entertainment|(º-º)|0,18|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Kurohyou 2: Ryu ga Gotoku Ashura Hen|(º-º)|PSP|(º-º)|2012|(º-º)|Action|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Zone of the Enders HD Collection|(º-º)|X360|(º-º)|2012|(º-º)|Simulation|(º-º)|Konami Digital Entertainment|(º-º)|0,14|(º-º)|0,04|(º-º)|0,01|(º-º)|0,02|(º-º)|0,2
Code of Princess|(º-º)|3DS|(º-º)|2012|(º-º)|Action|(º-º)|Agatsuma Entertainment|(º-º)|0,16|(º-º)|0|(º-º)|0,03|(º-º)|0,01|(º-º)|0,2
Total War: Shogun 2 - Fall of the Samurai|(º-º)|PC|(º-º)|2012|(º-º)|Strategy|(º-º)|Sega|(º-º)|0,07|(º-º)|0,1|(º-º)|0|(º-º)|0,03|(º-º)|0,2
Pro Yaky? Spirits 2012|(º-º)|PSP|(º-º)|2012|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Aikatsu! Cinderella Lesson|(º-º)|3DS|(º-º)|2012|(º-º)|Role-Playing|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
WipeOut 3 The Game|(º-º)|3DS|(º-º)|2012|(º-º)|Action|(º-º)|Activision|(º-º)|0,18|(º-º)|0|(º-º)|0|(º-º)|0,01|(º-º)|0,2
Fairy Fencer F|(º-º)|PS3|(º-º)|2013|(º-º)|Role-Playing|(º-º)|Nippon Ichi Software|(º-º)|0,05|(º-º)|0,05|(º-º)|0,09|(º-º)|0,02|(º-º)|0,2
Angry Birds Star Wars|(º-º)|PS4|(º-º)|2013|(º-º)|Strategy|(º-º)|Activision|(º-º)|0,1|(º-º)|0,08|(º-º)|0|(º-º)|0,03|(º-º)|0,2
Injustice: Gods Among Us|(º-º)|WiiU|(º-º)|2013|(º-º)|Fighting|(º-º)|Warner Bros. Interactive Entertainment|(º-º)|0,1|(º-º)|0,08|(º-º)|0|(º-º)|0,02|(º-º)|0,2
The Witch and the Hundred Knight|(º-º)|PS3|(º-º)|2013|(º-º)|Role-Playing|(º-º)|Nippon Ichi Software|(º-º)|0,06|(º-º)|0,02|(º-º)|0,1|(º-º)|0,01|(º-º)|0,2
Pro Yaky? Spirits 2013|(º-º)|PS3|(º-º)|2013|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Pro Yaky? Spirits 2013|(º-º)|PSP|(º-º)|2013|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Resident Evil: Revelations|(º-º)|WiiU|(º-º)|2013|(º-º)|Action|(º-º)|Capcom|(º-º)|0,07|(º-º)|0,08|(º-º)|0,03|(º-º)|0,01|(º-º)|0,2
Demon Gaze|(º-º)|PSV|(º-º)|2013|(º-º)|Role-Playing|(º-º)|Nippon Ichi Software|(º-º)|0,06|(º-º)|0,03|(º-º)|0,08|(º-º)|0,02|(º-º)|0,2
NBA Live 15|(º-º)|XOne|(º-º)|2014|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,17|(º-º)|0,02|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Atelier Shallie: Alchemists of the Dusk Sea|(º-º)|PS3|(º-º)|2014|(º-º)|Role-Playing|(º-º)|Tecmo Koei|(º-º)|0,06|(º-º)|0,05|(º-º)|0,08|(º-º)|0,02|(º-º)|0,2
How to Train Your Dragon 2|(º-º)|X360|(º-º)|2014|(º-º)|Adventure|(º-º)|Little Orbit|(º-º)|0,05|(º-º)|0,13|(º-º)|0|(º-º)|0,02|(º-º)|0,2
South Park: The Stick of Truth|(º-º)|PC|(º-º)|2014|(º-º)|Role-Playing|(º-º)|Ubisoft|(º-º)|0,07|(º-º)|0,1|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Sleeping Dogs|(º-º)|XOne|(º-º)|2014|(º-º)|Action|(º-º)|Square Enix|(º-º)|0,1|(º-º)|0,09|(º-º)|0|(º-º)|0,02|(º-º)|0,2
State of Decay|(º-º)|XOne|(º-º)|2015|(º-º)|Strategy|(º-º)|Microsoft Game Studios|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Assassin's Creed Syndicate|(º-º)|PC|(º-º)|2015|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0,1|(º-º)|0,08|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Saints Row IV|(º-º)|XOne|(º-º)|2015|(º-º)|Action|(º-º)|Deep Silver|(º-º)|0,1|(º-º)|0,09|(º-º)|0|(º-º)|0,02|(º-º)|0,2
Tony Hawk's Pro Skater 5|(º-º)|PS4|(º-º)|2015|(º-º)|Sports|(º-º)|Activision|(º-º)|0,09|(º-º)|0,08|(º-º)|0|(º-º)|0,03|(º-º)|0,2
Zombie Army Trilogy|(º-º)|PS4|(º-º)|2015|(º-º)|Shooter|(º-º)|Rebellion Developments|(º-º)|0,04|(º-º)|0,12|(º-º)|0|(º-º)|0,03|(º-º)|0,2
Attack on Titan (KOEI)|(º-º)|PS4|(º-º)|2016|(º-º)|Action|(º-º)|Tecmo Koei|(º-º)|0,02|(º-º)|0,06|(º-º)|0,11|(º-º)|0,02|(º-º)|0,2
XCOM 2|(º-º)|PC|(º-º)|2016|(º-º)|Strategy|(º-º)|Take-Two Interactive|(º-º)|0,09|(º-º)|0,1|(º-º)|0|(º-º)|0,02|(º-º)|0,2
NHL 17|(º-º)|PS4|(º-º)|2016|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,13|(º-º)|0,04|(º-º)|0|(º-º)|0,04|(º-º)|0,2
BioShock The Collection|(º-º)|PS4|(º-º)|2016|(º-º)|Shooter|(º-º)|Take-Two Interactive|(º-º)|0,05|(º-º)|0,11|(º-º)|0,01|(º-º)|0,03|(º-º)|0,2
Puzzle & Dragons X: God Chapter / Dragon Chapter|(º-º)|3DS|(º-º)|2016|(º-º)|Action|(º-º)|GungHo|(º-º)|0|(º-º)|0|(º-º)|0,2|(º-º)|0|(º-º)|0,2
Mega Man Legacy Collection|(º-º)|3DS|(º-º)|2016|(º-º)|Platform|(º-º)|Capcom|(º-º)|0,13|(º-º)|0|(º-º)|0,05|(º-º)|0,02|(º-º)|0,2
International Soccer|(º-º)|2600|(º-º)|1981|(º-º)|Sports|(º-º)|Mattel Interactive|(º-º)|0,18|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,19
Jissen Pachi-Slot Hisshouhou|(º-º)|SNES|(º-º)|1993|(º-º)|Misc|(º-º)|Sammy Corporation|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Shining Force II|(º-º)|GEN|(º-º)|1993|(º-º)|Strategy|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Thoroughbred Breeder|(º-º)|SNES|(º-º)|1993|(º-º)|Simulation|(º-º)|Hect|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
ThunderStrike 2|(º-º)|PS|(º-º)|1994|(º-º)|Simulation|(º-º)|Core Design Ltd.|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
SD Gundam GX|(º-º)|SNES|(º-º)|1994|(º-º)|Strategy|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
GunGriffon|(º-º)|SAT|(º-º)|1995|(º-º)|Simulation|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
College Slam|(º-º)|PS|(º-º)|1995|(º-º)|Sports|(º-º)|Acclaim Entertainment|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Super Real Mahjong P V|(º-º)|SAT|(º-º)|1995|(º-º)|Misc|(º-º)|Seta Corporation|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Dragon Ball Z: Idainaru Dragon Ball Densetsu|(º-º)|PS|(º-º)|1996|(º-º)|Fighting|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,18|(º-º)|0,01|(º-º)|0,19
Parlor! Mini 4|(º-º)|SNES|(º-º)|1996|(º-º)|Misc|(º-º)|Nippon Telenet|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
J-League Excite Stage '96|(º-º)|SNES|(º-º)|1996|(º-º)|Sports|(º-º)|Epoch|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Jikkyou J-League Perfect Striker|(º-º)|N64|(º-º)|1996|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Descent|(º-º)|PS|(º-º)|1996|(º-º)|Shooter|(º-º)|Interplay|(º-º)|0,11|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban|(º-º)|SNES|(º-º)|1996|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Allied General|(º-º)|PS|(º-º)|1996|(º-º)|Strategy|(º-º)|SSI|(º-º)|0,11|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Hexen|(º-º)|N64|(º-º)|1996|(º-º)|Shooter|(º-º)|GT Interactive|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|0,19
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)|(º-º)|N64|(º-º)|1996|(º-º)|Sports|(º-º)|Imagineer|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Warhammer: Shadow of the Horned Rat|(º-º)|PS|(º-º)|1996|(º-º)|Strategy|(º-º)|Mindscape|(º-º)|0,11|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Bubsy 3D|(º-º)|PS|(º-º)|1996|(º-º)|Platform|(º-º)|Accolade|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
J-League Jikkyou Winning Eleven 3|(º-º)|PS|(º-º)|1997|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,18|(º-º)|0,01|(º-º)|0,19
Mace: The Dark Age|(º-º)|N64|(º-º)|1997|(º-º)|Fighting|(º-º)|GT Interactive|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|0,19
AeroFighters Assault|(º-º)|N64|(º-º)|1997|(º-º)|Action|(º-º)|Video System|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|0,19
Puyo Puyo Sun 64|(º-º)|N64|(º-º)|1997|(º-º)|Puzzle|(º-º)|Compile|(º-º)|0|(º-º)|0|(º-º)|0,16|(º-º)|0,03|(º-º)|0,19
Princess Maker: Yumemiru Yosei|(º-º)|PS|(º-º)|1997|(º-º)|Strategy|(º-º)|Sony Computer Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,18|(º-º)|0,01|(º-º)|0,19
Treasures of the Deep|(º-º)|PS|(º-º)|1997|(º-º)|Action|(º-º)|Namco Bandai Games|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Re-Volt|(º-º)|PS|(º-º)|1998|(º-º)|Racing|(º-º)|Acclaim Entertainment|(º-º)|0,11|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Darkstalkers 3|(º-º)|PS|(º-º)|1998|(º-º)|Fighting|(º-º)|Capcom|(º-º)|0,11|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Quake|(º-º)|N64|(º-º)|1998|(º-º)|Shooter|(º-º)|GT Interactive|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|0,19
Fire ProWrestling G|(º-º)|PS|(º-º)|1999|(º-º)|Fighting|(º-º)|Human Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,18|(º-º)|0,01|(º-º)|0,19
Sesame Street: Elmo's Number Journey|(º-º)|N64|(º-º)|1999|(º-º)|Misc|(º-º)|NewKidCo|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0|(º-º)|0,19
Big Air|(º-º)|PS|(º-º)|1999|(º-º)|Sports|(º-º)|Accolade|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Gallop Racer|(º-º)|PS|(º-º)|1999|(º-º)|Sports|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,18|(º-º)|0,01|(º-º)|0,19
ESPN International Track & Field|(º-º)|PS2|(º-º)|2000|(º-º)|Sports|(º-º)|Konami Digital Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
NCAA Final Four 2001|(º-º)|PS2|(º-º)|2000|(º-º)|Sports|(º-º)|Sony Computer Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Breath of Fire II|(º-º)|GBA|(º-º)|2001|(º-º)|Role-Playing|(º-º)|Ubisoft|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Silent Scope 2: Dark Silhouette|(º-º)|PS2|(º-º)|2001|(º-º)|Shooter|(º-º)|Konami Digital Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Dave Mirra Freestyle BMX 2|(º-º)|GBA|(º-º)|2001|(º-º)|Sports|(º-º)|Acclaim Entertainment|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Frequency|(º-º)|PS2|(º-º)|2001|(º-º)|Misc|(º-º)|Sony Computer Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Jackie Chan Adventures: Legend of the Dark Hand|(º-º)|GBA|(º-º)|2001|(º-º)|Action|(º-º)|Activision|(º-º)|0,13|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Phantasy Star Online Ver. 2|(º-º)|DC|(º-º)|2001|(º-º)|Role-Playing|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Big Mutha Truckers|(º-º)|XB|(º-º)|2002|(º-º)|Racing|(º-º)|Empire Interactive|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Dinotopia: The Timestone Pirates|(º-º)|GBA|(º-º)|2002|(º-º)|Action|(º-º)|TDK Core|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
NCAA Final Four 2003|(º-º)|PS2|(º-º)|2002|(º-º)|Sports|(º-º)|Sony Computer Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Breath of Fire: Dragon Quarter|(º-º)|PS2|(º-º)|2002|(º-º)|Role-Playing|(º-º)|Capcom|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Disney's Magical Mirror Starring Mickey Mouse|(º-º)|GC|(º-º)|2002|(º-º)|Adventure|(º-º)|Nintendo|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Tales of the World: Narikiri Dungeon 2|(º-º)|GBA|(º-º)|2002|(º-º)|Role-Playing|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
2002 FIFA World Cup|(º-º)|XB|(º-º)|2002|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Frogger's Adventures 2: The Lost Wand|(º-º)|GBA|(º-º)|2002|(º-º)|Adventure|(º-º)|Konami Digital Entertainment|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
SSX Tricky|(º-º)|GBA|(º-º)|2002|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Lunar Legend|(º-º)|GBA|(º-º)|2002|(º-º)|Role-Playing|(º-º)|Media Rings|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Gungrave|(º-º)|PS2|(º-º)|2002|(º-º)|Shooter|(º-º)|Activision|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Transworld Surf|(º-º)|PS2|(º-º)|2002|(º-º)|Sports|(º-º)|Atari|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
The Scorpion King: Sword of Osiris|(º-º)|GBA|(º-º)|2002|(º-º)|Action|(º-º)|Vivendi Games|(º-º)|0,13|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Sega GT 2002|(º-º)|XB|(º-º)|2002|(º-º)|Racing|(º-º)|Sega|(º-º)|0,12|(º-º)|0,03|(º-º)|0,03|(º-º)|0,01|(º-º)|0,19
Blood Omen 2|(º-º)|XB|(º-º)|2002|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
La Pucelle: Tactics|(º-º)|PS2|(º-º)|2002|(º-º)|Role-Playing|(º-º)|Tecmo Koei|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Star Wars: The Clone Wars & Tetris Worlds|(º-º)|XB|(º-º)|2002|(º-º)|Misc|(º-º)|Microsoft Game Studios|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
The Hobbit|(º-º)|GBA|(º-º)|2003|(º-º)|Platform|(º-º)|Vivendi Games|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Super Robot Taisen: Scramble Commander|(º-º)|PS2|(º-º)|2003|(º-º)|Strategy|(º-º)|Banpresto|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Mace Griffin: Bounty Hunter|(º-º)|PS2|(º-º)|2003|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Legacy of Kain: Defiance|(º-º)|XB|(º-º)|2003|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Aliens versus Predator: Extinction|(º-º)|PS2|(º-º)|2003|(º-º)|Strategy|(º-º)|Electronic Arts|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
NHL Hitz Pro|(º-º)|PS2|(º-º)|2003|(º-º)|Sports|(º-º)|Midway Games|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Jampack: Summer 2003 (RP-T)|(º-º)|PS2|(º-º)|2003|(º-º)|Misc|(º-º)|Sony Computer Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Hulk|(º-º)|GC|(º-º)|2003|(º-º)|Action|(º-º)|Universal Interactive|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Robin Hood: Defender of the Crown|(º-º)|PS2|(º-º)|2003|(º-º)|Strategy|(º-º)|Capcom|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
R-Type Final|(º-º)|PS2|(º-º)|2003|(º-º)|Shooter|(º-º)|Metro 3D|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Harry Potter: Quidditch World Cup|(º-º)|XB|(º-º)|2003|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
EverQuest Online Adventures: Frontiers|(º-º)|PS2|(º-º)|2003|(º-º)|Role-Playing|(º-º)|Sony Online Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Manhunt|(º-º)|XB|(º-º)|2004|(º-º)|Action|(º-º)|Take-Two Interactive|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
IHRA Professional Drag Racing 2005|(º-º)|PS2|(º-º)|2004|(º-º)|Racing|(º-º)|Bethesda Softworks|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Trivial Pursuit unhinged|(º-º)|PS2|(º-º)|2004|(º-º)|Misc|(º-º)|Atari|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
The Polar Express|(º-º)|GBA|(º-º)|2004|(º-º)|Adventure|(º-º)|THQ|(º-º)|0,14|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Sudeki|(º-º)|XB|(º-º)|2004|(º-º)|Role-Playing|(º-º)|Microsoft Game Studios|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Teenage Mutant Ninja Turtles 2: Battle Nexus|(º-º)|GC|(º-º)|2004|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|0,15|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Tenchu: Fatal Shadows|(º-º)|PS2|(º-º)|2004|(º-º)|Action|(º-º)|Sega|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Harry Potter and the Prisoner of Azkaban|(º-º)|XB|(º-º)|2004|(º-º)|Action|(º-º)|Electronic Arts|(º-º)|0,14|(º-º)|0,04|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Daigasso! Band Brothers|(º-º)|DS|(º-º)|2004|(º-º)|Misc|(º-º)|Nintendo|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Thomas the Tank Engine & Friends|(º-º)|GBA|(º-º)|2004|(º-º)|Adventure|(º-º)|N/A|(º-º)|0,13|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
ESA Foundation Compilation|(º-º)|PS2|(º-º)|2005|(º-º)|Misc|(º-º)|Sony Computer Entertainment|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Sniper Elite|(º-º)|PS2|(º-º)|2005|(º-º)|Shooter|(º-º)|Ubisoft|(º-º)|0,1|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS|(º-º)|DS|(º-º)|2005|(º-º)|Action|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,19|(º-º)|0|(º-º)|0,19
Peter Jackson's King Kong: The Official Game of the Movie|(º-º)|PSP|(º-º)|2005|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0,16|(º-º)|0,01|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Death Jr.|(º-º)|PSP|(º-º)|2005|(º-º)|Platform|(º-º)|Konami Digital Entertainment|(º-º)|0,17|(º-º)|0|(º-º)|0|(º-º)|0,01|(º-º)|0,19
Conflict: Global Terror|(º-º)|PS2|(º-º)|2005|(º-º)|Shooter|(º-º)|Eidos Interactive|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Rise of the Kasai|(º-º)|PS2|(º-º)|2005|(º-º)|Action|(º-º)|Sony Computer Entertainment|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Crash & Spyro Superpack|(º-º)|GBA|(º-º)|2005|(º-º)|Platform|(º-º)|Vivendi Games|(º-º)|0,13|(º-º)|0,05|(º-º)|0|(º-º)|0|(º-º)|0,19
Ty the Tasmanian Tiger 3: Night of the Quinkan|(º-º)|PS2|(º-º)|2005|(º-º)|Action|(º-º)|Activision|(º-º)|0,09|(º-º)|0,07|(º-º)|0|(º-º)|0,02|(º-º)|0,19
Samurai Warriors: State of War|(º-º)|PSP|(º-º)|2005|(º-º)|Action|(º-º)|Tecmo Koei|(º-º)|0,07|(º-º)|0|(º-º)|0,11|(º-º)|0,01|(º-º)|0,19
